Rndrng_Prvdr_Geo_Lvl,Rndrng_Prvdr_Geo_Cd,Rndrng_Prvdr_Geo_Desc,DRG_Cd,DRG_Desc,Tot_Dschrgs,Avg_Submtd_Cvrd_Chrg,Avg_Tot_Pymt_Amt,Avg_Mdcr_Pymt_Amt
National,,National,261,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITH CC,2500,87847.298,16840.4444,14320.7364
National,,National,262,CARDIAC PACEMAKER REVISION EXCEPT DEVICE REPLACEMENT WITHOUT CC/MCC,755,74527.874172,14295.561589,11842.627815
National,,National,263,VEIN LIGATION AND STRIPPING,215,127523.03721,23425.539535,20364.223256
National,,National,264,OTHER CIRCULATORY SYSTEM O.R. PROCEDURES,7216,135539.66671,29999.054047,26083.442905
National,,National,265,AICD LEAD PROCEDURES,421,159325.12589,31614.387173,27145.845606
National,,National,266,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITH MCC,21025,264683.79681,58883.188252,55164.530559
National,,National,267,ENDOVASCULAR CARDIAC VALVE REPLACEMENT AND SUPPLEMENT PROCEDURES WITHOUT MCC,38633,204550.52895,45783.979059,42706.404628
National,,National,268,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITH MCC,2719,305203.1221,68372.45936,59576.603163
National,,National,269,AORTIC AND HEART ASSIST PROCEDURES EXCEPT PULSATION BALLOON WITHOUT MCC,11382,167926.10842,36495.999121,31765.702513
National,,National,270,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH MCC,16939,228824.47234,48649.329535,42431.139855
National,,National,271,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITH CC,12089,154415.809,31321.265613,26757.635123
National,,National,272,OTHER MAJOR CARDIOVASCULAR PROCEDURES WITHOUT CC/MCC,4044,109565.30514,23069.868694,18922.795747
National,,National,273,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITH MCC,7507,185646.84748,34400.396297,30459.700679
National,,National,274,PERCUTANEOUS AND OTHER INTRACARDIAC PROCEDURES WITHOUT MCC,44738,139288.97807,26470.353212,23827.662278
National,,National,280,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH MCC",84986,68255.851458,14332.125609,12064.364166
National,,National,281,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITH CC",35112,45088.512531,8328.0164616,6356.3692755
National,,National,282,"ACUTE MYOCARDIAL INFARCTION, DISCHARGED ALIVE WITHOUT CC/MCC",14827,38317.51703,6733.2593242,4652.0591489
National,,National,283,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH MCC",9382,91040.5453,18235.846834,15900.058836
National,,National,284,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITH CC",702,35345.193732,7171.2578348,5271.3618234
National,,National,285,"ACUTE MYOCARDIAL INFARCTION, EXPIRED WITHOUT CC/MCC",171,24325.467836,4812.9298246,3112.8304094
National,,National,286,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITH MCC",38744,99683.271552,20371.258827,16546.256478
National,,National,287,"CIRCULATORY DISORDERS EXCEPT AMI, WITH CARDIAC CATHETERIZATION WITHOUT MCC",32202,58607.106981,9987.8120303,7414.8755667
National,,National,288,ACUTE AND SUBACUTE ENDOCARDITIS WITH MCC,1069,101640.12067,23825.443405,20511.417212
National,,National,289,ACUTE AND SUBACUTE ENDOCARDITIS WITH CC,560,62000.657143,14462.607143,11833.973214
National,,National,290,ACUTE AND SUBACUTE ENDOCARDITIS WITHOUT CC/MCC,37,36903.027027,9515.2702703,7400.7567568
National,,National,291,HEART FAILURE AND SHOCK WITH MCC,326048,51194.166322,11272.93381,9395.8284639
National,,National,292,HEART FAILURE AND SHOCK WITH CC,14392,35109.447888,8224.4335047,6361.4106448
National,,National,293,HEART FAILURE AND SHOCK WITHOUT CC/MCC,2385,24066.555975,5753.7870021,4238.5387841
National,,National,294,DEEP VEIN THROMBOPHLEBITIS WITH CC/MCC,186,54665.236559,11743.666667,9763.5430108
National,,National,296,"CARDIAC ARREST, UNEXPLAINED WITH MCC",2842,78979.302956,15392.816327,13317.419775
National,,National,297,"CARDIAC ARREST, UNEXPLAINED WITH CC",257,37822.163424,6644.6225681,5322.4435798
National,,National,298,"CARDIAC ARREST, UNEXPLAINED WITHOUT CC/MCC",117,21537.803419,4705.5042735,3365.6923077
National,,National,299,PERIPHERAL VASCULAR DISORDERS WITH MCC,15022,66451.096325,14451.592198,12095.266875
National,,National,300,PERIPHERAL VASCULAR DISORDERS WITH CC,18430,45139.795551,9607.2228432,7623.6460119
National,,National,301,PERIPHERAL VASCULAR DISORDERS WITHOUT CC/MCC,4397,32016.478053,6861.5662952,5038.0370707
National,,National,302,ATHEROSCLEROSIS WITH MCC,2179,51029.805415,11388.58559,9458.795319
National,,National,303,ATHEROSCLEROSIS WITHOUT MCC,7279,31813.172276,6400.0480835,4693.223245
National,,National,304,HYPERTENSION WITH MCC,11865,50638.171681,10602.981374,8556.0419722
National,,National,305,HYPERTENSION WITHOUT MCC,21546,36269.424673,6806.101643,4941.4291284
National,,National,306,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITH MCC,3217,66865.298415,15083.334162,12782.566988
National,,National,307,CARDIAC CONGENITAL AND VALVULAR DISORDERS WITHOUT MCC,2381,45541.121798,8817.4825703,6924.7446451
National,,National,308,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH MCC,52504,50225.27535,10898.858944,8893.6285807
National,,National,309,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITH CC,60845,32767.865576,6814.7073383,5011.358912
National,,National,310,CARDIAC ARRHYTHMIA AND CONDUCTION DISORDERS WITHOUT CC/MCC,33154,25430.143693,5172.8216505,3282.1687881
National,,National,311,ANGINA PECTORIS,3004,36014.416778,6731.0642477,5038.5609188
National,,National,312,SYNCOPE AND COLLAPSE,51787,41390.645278,7960.077336,6199.716956
National,,National,313,CHEST PAIN,22242,35880.586548,6703.7917004,5025.4620987
National,,National,314,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH MCC,32376,86334.462071,19895.708333,16688.430072
National,,National,315,OTHER CIRCULATORY SYSTEM DIAGNOSES WITH CC,14564,43590.38808,9316.3003296,7143.6216699
National,,National,316,OTHER CIRCULATORY SYSTEM DIAGNOSES WITHOUT CC/MCC,2006,33600.596211,6909.555334,4919.2691924
National,,National,319,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITH MCC,1086,206872.96317,42886.527624,38569.959484
National,,National,320,OTHER ENDOVASCULAR CARDIAC VALVE PROCEDURES WITHOUT MCC,386,118542.85492,23243.73057,19674.246114
National,,National,326,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH MCC",8466,219539.84609,50475.4133,43252.987479
National,,National,327,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITH CC",7970,116609.91556,24504.700251,19491.998871
National,,National,328,"STOMACH, ESOPHAGEAL AND DUODENAL PROCEDURES WITHOUT CC/MCC",5680,78436.297359,15618.812324,11839.977641
National,,National,329,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,30712,191051.57769,43055.883661,37283.176511
National,,National,330,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,40152,105454.43632,22259.065501,17980.490785
National,,National,331,MAJOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,20211,76499.209193,15103.910742,11586.942556
National,,National,332,RECTAL RESECTION WITH MCC,160,157944.28125,35961.51875,31743.95625
National,,National,333,RECTAL RESECTION WITH CC,539,98331.267161,19653.207792,15848.456401
National,,National,334,RECTAL RESECTION WITHOUT CC/MCC,505,77302.60396,14516.338614,11247.653465
National,,National,335,PERITONEAL ADHESIOLYSIS WITH MCC,4279,151900.0437,34028.891096,29361.29563
National,,National,336,PERITONEAL ADHESIOLYSIS WITH CC,7170,92702.93417,19623.953975,16022.949512
National,,National,337,PERITONEAL ADHESIOLYSIS WITHOUT CC/MCC,2972,70823.798789,14262.448183,11064.515141
National,,National,338,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,624,105311.71314,24027.623397,20315.208333
National,,National,339,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,2141,73359.170948,14919.326483,11130.579169
National,,National,340,APPENDECTOMY WITH COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,1498,54745.110147,10836.589453,7732.8037383
National,,National,341,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH MCC,581,102874.31497,21243.337349,17525.667814
National,,National,342,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITH CC,1693,70629.746013,12608.67277,9436.7271116
National,,National,343,APPENDECTOMY WITHOUT COMPLICATED PRINCIPAL DIAGNOSIS WITHOUT CC/MCC,1545,55210.66343,9782.176699,6963.7378641
National,,National,344,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH MCC,882,117345.86621,26488.964853,23111.156463
National,,National,345,MINOR SMALL AND LARGE BOWEL PROCEDURES WITH CC,1626,69207.206642,14070.902829,11342.690037
National,,National,346,MINOR SMALL AND LARGE BOWEL PROCEDURES WITHOUT CC/MCC,759,59094.807642,11083.762846,8100.1857708
National,,National,347,ANAL AND STOMAL PROCEDURES WITH MCC,792,105559.17551,23150.031566,19929.746212
National,,National,348,ANAL AND STOMAL PROCEDURES WITH CC,1691,60526.104672,12325.23359,9910.6114725
National,,National,349,ANAL AND STOMAL PROCEDURES WITHOUT CC/MCC,690,47798.294203,8796.3550725,6679.8637681
National,,National,350,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH MCC,1266,113023.12243,22050.42654,19221.481833
National,,National,351,INGUINAL AND FEMORAL HERNIA PROCEDURES WITH CC,2871,71157.392198,12858.180773,10582.697666
National,,National,352,INGUINAL AND FEMORAL HERNIA PROCEDURES WITHOUT CC/MCC,1578,57221.501267,10062.190748,7643.121673
National,,National,353,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH MCC,2086,133856.44535,27734.999521,23531.965964
National,,National,354,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITH CC,5076,80814.550827,16182.103625,12662.802206
National,,National,355,HERNIA PROCEDURES EXCEPT INGUINAL AND FEMORAL WITHOUT CC/MCC,3098,66735.684635,12464.472563,9387.8737895
National,,National,356,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH MCC,6360,182490.34811,39528.547956,34192.729874
National,,National,357,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITH CC,4260,100572.33404,20059.007981,16628.428169
National,,National,358,OTHER DIGESTIVE SYSTEM O.R. PROCEDURES WITHOUT CC/MCC,807,64441.998761,12794.714994,9417.9021066
National,,National,368,MAJOR ESOPHAGEAL DISORDERS WITH MCC,6065,74211.233141,17010.00033,14578.856554
National,,National,369,MAJOR ESOPHAGEAL DISORDERS WITH CC,3788,45476.422122,9552.4276663,7550.6077086
National,,National,370,MAJOR ESOPHAGEAL DISORDERS WITHOUT CC/MCC,395,36795.197468,6874.8582278,5021.1468354
National,,National,371,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH MCC,12245,68654.418375,15665.091221,13123.439853
National,,National,372,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITH CC,15345,42823.863017,9239.1885305,7265.0173346
National,,National,373,MAJOR GASTROINTESTINAL DISORDERS AND PERITONEAL INFECTIONS WITHOUT CC/MCC,2733,31467.533846,6918.4160263,4912.6311745
National,,National,374,DIGESTIVE MALIGNANCY WITH MCC,11270,90246.05457,20275.044543,16596.142768
National,,National,375,DIGESTIVE MALIGNANCY WITH CC,9868,54592.134374,11265.389339,8877.0581678
National,,National,376,DIGESTIVE MALIGNANCY WITHOUT CC/MCC,712,44388.080056,8503.0337079,6203.7963483
National,,National,377,GASTROINTESTINAL HEMORRHAGE WITH MCC,59321,75533.661975,16048.042211,13880.027916
National,,National,378,GASTROINTESTINAL HEMORRHAGE WITH CC,85376,44022.630119,8777.4596842,6903.3535771
National,,National,379,GASTROINTESTINAL HEMORRHAGE WITHOUT CC/MCC,7551,30116.489207,6050.797113,4197.4497418
National,,National,380,COMPLICATED PEPTIC ULCER WITH MCC,4856,82763.542422,17077.94131,14600.686985
National,,National,381,COMPLICATED PEPTIC ULCER WITH CC,4974,49707.135103,9509.4145557,7511.0526739
National,,National,382,COMPLICATED PEPTIC ULCER WITHOUT CC/MCC,797,37180.276035,7284.1493099,5180.0476788
National,,National,383,UNCOMPLICATED PEPTIC ULCER WITH MCC,726,65906.863636,12374.158402,10250.34022
National,,National,384,UNCOMPLICATED PEPTIC ULCER WITHOUT MCC,2130,44700.315023,8107.5230047,6099.8962441
National,,National,385,INFLAMMATORY BOWEL DISEASE WITH MCC,2808,68855.79416,16114.483262,12825.42094
National,,National,386,INFLAMMATORY BOWEL DISEASE WITH CC,5926,43783.315896,9415.1233547,6874.0585555
National,,National,387,INFLAMMATORY BOWEL DISEASE WITHOUT CC/MCC,1924,31398.288981,6759.0618503,4570.0790021
National,,National,388,GASTROINTESTINAL OBSTRUCTION WITH MCC,17261,59929.728289,13554.990267,11275.136956
National,,National,389,GASTROINTESTINAL OBSTRUCTION WITH CC,36873,35207.62341,7459.8463645,5492.5985138
National,,National,390,GASTROINTESTINAL OBSTRUCTION WITHOUT CC/MCC,18787,26075.241497,5580.7719168,3546.2092937
National,,National,391,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITH MCC",34686,56230.500029,12033.517327,9779.369861
National,,National,392,"ESOPHAGITIS, GASTROENTERITIS AND MISCELLANEOUS DIGESTIVE DISORDERS WITHOUT MCC",85966,36759.206907,7167.8769863,5226.162541
National,,National,393,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH MCC,23958,71117.45346,15969.816596,13363.624092
National,,National,394,OTHER DIGESTIVE SYSTEM DIAGNOSES WITH CC,28989,42734.467557,8807.249198,6761.5498292
National,,National,395,OTHER DIGESTIVE SYSTEM DIAGNOSES WITHOUT CC/MCC,5533,30849.913609,6350.2893548,4388.2060365
National,,National,405,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH MCC",3405,254745.96065,59722.757416,49829.832305
National,,National,406,"PANCREAS, LIVER AND SHUNT PROCEDURES WITH CC",4507,142227.13424,30759.753051,23870.823386
National,,National,407,"PANCREAS, LIVER AND SHUNT PROCEDURES WITHOUT CC/MCC",1383,106216.88792,22252.375271,16695.313811
National,,National,408,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH MCC,720,173837.70694,38101.468056,32541.063889
National,,National,409,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITH CC,696,97424.821839,19475.390805,16163.439655
National,,National,410,BILIARY TRACT PROCEDURES EXCEPT ONLY CHOLECYSTECTOMY WITH OR WITHOUT C.D.E. WITHOUT CC/M,220,81914.268182,14552.431818,11513.459091
National,,National,411,CHOLECYSTECTOMY WITH C.D.E. WITH MCC,118,147167.48305,30905.601695,26880.90678
National,,National,412,CHOLECYSTECTOMY WITH C.D.E. WITH CC,127,108982.84252,19331.393701,15619.677165
National,,National,413,CHOLECYSTECTOMY WITH C.D.E. WITHOUT CC/MCC,86,82276.697674,15258.94186,12295.511628
National,,National,414,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH MCC,1107,157333.95483,33959.63776,29529.445348
National,,National,415,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITH CC,1570,90885.707643,18083.449682,14762.612739
National,,National,416,CHOLECYSTECTOMY EXCEPT BY LAPAROSCOPE WITHOUT C.D.E. WITHOUT CC/MCC,641,66455.204368,13066.25741,10331.026521
National,,National,417,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH MCC,10250,109896.67785,21164.003707,17796.927415
National,,National,418,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITH CC,17201,81259.047904,14317.397768,11482.301087
National,,National,419,LAPAROSCOPIC CHOLECYSTECTOMY WITHOUT C.D.E. WITHOUT CC/MCC,8968,67072.881467,11450.781445,8736.4501561
National,,National,420,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH MCC,645,146332.86357,34662.176744,29145.333333
National,,National,421,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITH CC,545,83669.601835,17268.306422,14155.108257
National,,National,422,HEPATOBILIARY DIAGNOSTIC PROCEDURES WITHOUT CC/MCC,140,72764.392857,14153.814286,10784.942857
National,,National,423,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH MCC,1355,183262.47011,40913.913653,35393.709963
National,,National,424,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITH CC,588,104496.4915,21431.341837,17925.363946
National,,National,425,OTHER HEPATOBILIARY OR PANCREAS O.R. PROCEDURES WITHOUT CC/MCC,79,82643.797468,15201.822785,11182.227848
National,,National,432,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH MCC,17258,85663.499479,18548.006895,15194.039054
National,,National,433,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITH CC,8961,46982.553398,9923.259904,7771.8140832
National,,National,434,CIRRHOSIS AND ALCOHOLIC HEPATITIS WITHOUT CC/MCC,368,32250.592391,6245.9891304,4647.3478261
National,,National,435,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH MCC,12885,82808.081801,17066.48118,13806.986185
National,,National,436,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITH CC,5541,53606.228118,10567.931601,8208.9906154
National,,National,437,MALIGNANCY OF HEPATOBILIARY SYSTEM OR PANCREAS WITHOUT CC/MCC,407,42404.486486,8547.9336609,5881.2800983
National,,National,438,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH MCC,10238,74276.868334,15933.510158,12875.723383
National,,National,439,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITH CC,15446,39866.356079,8067.0421468,5787.9676292
National,,National,440,DISORDERS OF PANCREAS EXCEPT MALIGNANCY WITHOUT CC/MCC,6251,30463.198048,5914.8929771,3748.8601824
National,,National,441,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH MCC",16320,78796.776348,18445.141544,15032.501961
National,,National,442,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITH CC",10393,42522.083806,9203.8978158,7040.8172809
National,,National,443,"DISORDERS OF LIVER EXCEPT MALIGNANCY, CIRRHOSIS OR ALCOHOLIC HEPATITIS WITHOUT CC/MCC",1296,33964.06713,6911.154321,4735.746142
National,,National,444,DISORDERS OF THE BILIARY TRACT WITH MCC,12382,75331.995073,15737.553707,12953.954127
National,,National,445,DISORDERS OF THE BILIARY TRACT WITH CC,15248,52457.854669,9997.2890215,7805.2356375
National,,National,446,DISORDERS OF THE BILIARY TRACT WITHOUT CC/MCC,5002,40709.727309,7495.2962815,5501.3760496
National,,National,453,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH MCC,4180,389387.52727,86138.257177,76888.173206
National,,National,454,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITH CC,21399,253683.51502,54809.192813,46233.232908
National,,National,455,COMBINED ANTERIOR AND POSTERIOR SPINAL FUSION WITHOUT CC/MCC,19310,184197.01113,40562.656033,34000.676282
National,,National,456,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",1464,387171.6776,86466.829235,76013.165301
National,,National,457,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",3471,258776.13915,59128.292423,51002.26102
National,,National,458,"SPINAL FUSION EXCEPT CERVICAL WITH SPINAL CURVATURE, MALIGNANCY, INFECTION OR EXTENSIVE",933,181540.06645,42968.441586,36384.867095
National,,National,459,SPINAL FUSION EXCEPT CERVICAL WITH MCC,3342,265254.79623,59046.697487,51567.856074
National,,National,460,SPINAL FUSION EXCEPT CERVICAL WITHOUT MCC,33559,150155.71566,33593.012366,27960.109687
National,,National,461,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITH MCC,168,271869.72024,59083.77381,51082.494048
National,,National,462,BILATERAL OR MULTIPLE MAJOR JOINT PROCEDURES OF LOWER EXTREMITY WITHOUT MCC,2206,116080.36491,27308.318223,21283.510879
National,,National,463,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,4414,207376.42071,48582.02628,42152.106479
National,,National,464,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,6323,123440.78491,26769.621699,22269.204175
National,,National,465,WOUND DEBRIDEMENT AND SKIN GRAFT EXCEPT HAND FOR MUSCULOSKELETAL AND CONNECTIVE TISSUE D,1798,79067.258621,17053.773081,13543.18465
National,,National,466,REVISION OF HIP OR KNEE REPLACEMENT WITH MCC,4854,202013.08364,44339.154718,39599.197157
National,,National,467,REVISION OF HIP OR KNEE REPLACEMENT WITH CC,19001,140166.85748,29111.358823,25144.002368
National,,National,468,REVISION OF HIP OR KNEE REPLACEMENT WITHOUT CC/MCC,14503,108905.55547,23045.6338,19535.308626
National,,National,469,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITH MCC OR TOTA,5928,138180.9499,28126.757085,24536.344467
National,,National,470,MAJOR HIP AND KNEE JOINT REPLACEMENT OR REATTACHMENT OF LOWER EXTREMITY WITHOUT MCC,89181,79975.157545,15962.875859,12918.263161
National,,National,471,CERVICAL SPINAL FUSION WITH MCC,3215,220727.95863,46261.79689,40503.540902
National,,National,472,CERVICAL SPINAL FUSION WITH CC,13787,128788.58229,26941.295931,22086.046493
National,,National,473,CERVICAL SPINAL FUSION WITHOUT CC/MCC,6899,104732.51515,21255.360777,17244.768372
National,,National,474,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH MCC,2806,177595.72416,39257.174982,34062.613329
National,,National,475,AMPUTATION FOR MUSCULOSKELETAL SYSTEM AND CONNECTIVE TISSUE DISORDERS WITH CC,2922,84771.351472,18802.827515,15605.709103
